Time stamp;medida_atual;RSSI_DL;RSSI_UL;Perdas;PSR;Max_DL;Min_DL;Max_UL;Min_UL;valor_atual_spreadingfactor;valor_atual_bandwidth;valor_atual_codingrate;valor_atual_potencia_radio;taxa_canal_teorica;taxa_canal_calculada;snr_DL;snr_UL;contador_DL;contador_UL;perda_total;LSS_status
27/06/2026 10:37:47;1;-74.0;-74.0;0;100.0;-74.0;-74.0;-74.0;-74.0;7;500;5;14;21875.0;21875.0;5.5;5.75;1;1;0;1
27/06/2026 10:37:49;2;-74.0;-75.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;5.75;2;2;0;1
27/06/2026 10:37:51;3;-74.0;-75.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;6.0;3;3;0;1
27/06/2026 10:37:53;4;-74.0;-74.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.75;6.0;4;4;0;1
27/06/2026 10:37:55;5;-74.0;-75.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;5.75;5;5;0;1
27/06/2026 10:37:57;6;-74.0;-75.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.75;6.0;6;6;0;1
27/06/2026 10:37:59;7;-74.0;-75.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.75;5.75;7;7;0;1
27/06/2026 10:38:01;8;-74.0;-74.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.75;5.75;8;8;0;1
27/06/2026 10:38:03;9;-74.0;-75.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;6.0;9;9;0;1
27/06/2026 10:38:05;10;-74.0;-74.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.75;6.0;10;10;0;1
27/06/2026 10:38:07;11;-74.0;-75.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;5.75;11;11;0;1
27/06/2026 10:38:09;12;-74.0;-75.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;6.0;12;12;0;1
27/06/2026 10:38:11;13;-74.0;-75.0;0;100.0;-74.0;-74.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.75;5.75;13;13;0;1
27/06/2026 10:38:13;14;-75.0;-75.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;6.5;5.75;14;14;0;1
27/06/2026 10:38:15;15;-74.0;-74.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;6.0;15;15;0;1
27/06/2026 10:38:17;16;-74.0;-75.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.75;6.25;16;16;0;1
27/06/2026 10:38:19;17;-74.0;-74.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;5.75;17;17;0;1
27/06/2026 10:38:21;18;-75.0;-75.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;5.75;18;18;0;1
27/06/2026 10:38:23;19;-74.0;-74.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;5.75;19;19;0;1
27/06/2026 10:38:25;20;-74.0;-74.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.75;5.75;20;20;0;1
27/06/2026 10:38:27;21;-74.0;-75.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;6.25;21;21;0;1
27/06/2026 10:38:29;22;-74.0;-75.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;6.0;22;22;0;1
27/06/2026 10:38:31;23;-74.0;-75.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;5.75;23;23;0;1
27/06/2026 10:38:33;24;-74.0;-74.0;0;100.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21875.0;5.5;5.75;24;24;0;1
27/06/2026 10:38:37;25;-74.0;-74.0;1;96.0;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21000.0;5.5;5.75;24;24;1;1
27/06/2026 10:38:39;26;-74.0;-75.0;1;96.15;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21033.65384615385;5.5;5.75;26;25;1;1
27/06/2026 10:38:41;27;-74.0;-75.0;1;96.3;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21064.814814814814;5.5;5.75;27;26;1;1
27/06/2026 10:38:43;28;-75.0;-75.0;1;96.43;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21093.75;5.5;6.0;28;27;1;1
27/06/2026 10:38:45;29;-74.0;-75.0;1;96.55;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21120.689655172417;5.75;6.0;29;28;1;1
27/06/2026 10:38:47;30;-75.0;-75.0;1;96.67;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21145.833333333336;5.5;5.75;30;29;1;1
27/06/2026 10:38:49;31;-74.0;-74.0;1;96.77;-74.0;-75.0;-74.0;-75.0;7;500;5;14;21875.0;21169.354838709678;5.75;5.5;31;30;1;1
27/06/2026 10:38:51;32;-74.0;-73.0;1;96.88;-74.0;-75.0;-73.0;-75.0;7;500;5;14;21875.0;21191.40625;5.5;6.0;32;31;1;1
