Time stamp;medida;rssi_dl;rssi_dl_max;rssi_dl_min;rssi_dl_desvpad;rssi_dl_mediana;rssi_dl_media_movel;rssi_ul;rssi_ul_max;rssi_ul_min;rssi_ul_desvpad;rssi_ul_mediana;rssi_ul_media_movel;snr_dl;snr_dl_max;snr_dl_min;snr_dl_media;snr_ul;snr_ul_max;snr_ul_min;snr_ul_media;psr_ul;psr_ul_medio;per_geral_medio;taxa_teorica;taxa_calculada;contador_dl;contador_ul;perda_total;lss_status
05/07/2026 21:17:31;1;-50.5;-50.5;-50.5;0.0;-50.5;-50.5;-50.5;-50.5;-50.5;0.0;-50.5;-50.5;8.25;8.25;8.25;8.25;8.25;8.25;8.25;8.25;100.0;100.0;0.0;7031.25;7031.25;0;1;0;1
05/07/2026 21:17:32;2;-49.5;-49.5;-50.5;0.707;-50.0;-49.97;-49.5;-49.5;-50.5;0.707;-50.0;-49.97;8.0;8.25;8.0;8.12;8.0;8.25;8.0;8.12;100.0;100.0;0.0;7031.25;7031.25;0;2;0;1
05/07/2026 21:17:34;3;-50.5;-49.5;-50.5;0.577;-50.5;-50.14;-49.5;-49.5;-50.5;0.577;-49.5;-49.81;8.25;8.25;8.0;8.17;8.0;8.25;8.0;8.08;100.0;100.0;0.0;7031.25;7031.25;0;3;0;1
05/07/2026 21:17:36;4;-50.5;-49.5;-50.5;0.5;-50.5;-50.23;-48.5;-48.5;-50.5;0.816;-49.5;-49.44;8.25;8.25;8.0;8.19;8.25;8.25;8.0;8.12;100.0;100.0;0.0;7031.25;7031.25;0;4;0;1
05/07/2026 21:17:37;5;-49.5;-49.5;-50.5;0.548;-50.5;-50.07;-48.5;-48.5;-50.5;0.837;-49.5;-49.24;8.25;8.25;8.0;8.2;8.0;8.25;8.0;8.1;100.0;100.0;0.0;7031.25;7031.25;0;5;0;1
05/07/2026 21:17:39;6;-50.5;-49.5;-50.5;0.516;-50.5;-50.14;-49.5;-48.5;-50.5;0.753;-49.5;-49.28;8.0;8.25;8.0;8.17;8.0;8.25;8.0;8.08;100.0;100.0;0.0;7031.25;7031.25;0;6;0;1
05/07/2026 21:17:41;7;-51.5;-49.5;-51.5;0.69;-50.5;-50.31;-49.5;-48.5;-50.5;0.69;-49.5;-49.31;8.25;8.25;8.0;8.18;8.0;8.25;8.0;8.07;100.0;100.0;0.0;7031.25;7031.25;0;7;0;1
05/07/2026 21:17:43;8;-49.5;-49.5;-51.5;0.707;-50.5;-50.2;-49.5;-48.5;-50.5;0.641;-49.5;-49.33;8.25;8.25;8.0;8.19;8.0;8.25;8.0;8.06;100.0;100.0;0.0;7031.25;7031.25;0;8;0;1
05/07/2026 21:17:44;9;-49.5;-49.5;-51.5;0.707;-50.5;-50.12;-49.5;-48.5;-50.5;0.601;-49.5;-49.35;7.75;8.25;7.75;8.14;8.5;8.5;8.0;8.11;100.0;100.0;0.0;7031.25;7031.25;0;9;0;1
05/07/2026 21:17:46;10;-49.5;-49.5;-51.5;0.699;-50.0;-50.05;-48.5;-48.5;-50.5;0.632;-49.5;-49.26;8.0;8.25;7.75;8.12;8.5;8.5;8.0;8.15;100.0;100.0;0.0;7031.25;7031.25;0;10;0;1
